id;code;latitude;longitude;address;district;postal_code;total_volume;trash_type;prediction;bin_type;installed_at;created;last_modify;created_batch_id;updated_batch_id
30167;0008/ 080C01396;50,115725700000000;14,474824500000068;Františka Kadlece ;;18000;1500;metal;2019-06-02 00:03:23;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30168;0008/ 075C01401;50,125261599999990;14,432419500000037;Nad Vavrouškou Velká Skála ;;18000;3000;plastic;2019-05-16 23:03:11;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30169;0008/ 034C01386;50,106620394624606;14,473741006877392;Nám. Dr. Václava Holého ;;18000;1500;metal;2019-05-19 10:55:40;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30170;0008/ 075C01403;50,125261599999990;14,432419500000037;Nad Vavrouškou Velká Skála ;;18000;1500;glass_coloured;2019-05-18 17:38:58;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30171;0008/ 075C01404;50,125261599999990;14,432419500000037;Nad Vavrouškou Velká Skála ;;18000;1500;glass_white;2019-06-07 15:36:42;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30172;0008/ 276C01411;50,090989699999990;14,441688399999975;Za Poøíèskou bránou ;;18000;3000;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30173;0008/ 276C01412;50,090989699999990;14,441688399999975;Za Poøíèskou bránou ;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30174;0008/ 276C01413;50,090989699999990;14,441688399999975;Za Poøíèskou bránou ;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30175;0008/ 276C01414;50,090989699999990;14,441688399999975;Za Poøíèskou bránou ;;18000;1500;glass_white;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30176;0008/ 276C01415;50,090989699999990;14,441688399999975;Za Poøíèskou bránou ;;18000;1500;beverage_cartons;2019-05-19 18:39:13;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30274;0001/ 012C00651;50,092026099419540;14,427351343638295;Revoluèní  1044/23;Praha 1;11000;1500;glass_coloured;;Nadzem;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30287;0001/ 012C00652;50,092026099419540;14,427351343638295;Revoluèní  1044/23;Praha 1;11000;2000;paper;2019-05-15 14:56:13;Nadzem;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30288;0001/ 012C00653;50,092026099419540;14,427351343638295;Revoluèní  1044/23;Praha 1;11000;2000;plastic;2019-05-16 14:55:38;Nadzem;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30290;0001/ 012C00655;50,092026099419540;14,427351343638295;Revoluèní  1044/23;Praha 1;11000;1500;metal;2019-06-03 21:59:49;Nadzem;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30291;0001/ 012C00656;50,092026099419540;14,427351343638295;Revoluèní  1044/23;Praha 1;11000;1500;beverage_cartons;2019-05-26 02:15:19;Nadzem;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30323;0008/ 075C01405;50,125261599999990;14,432419500000037;Nad Vavrouškou Velká Skála ;;18000;1500;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30326;0001/ 002C01581;50,086756000000010;14,417840500000011;Mariánské námìstí 158/3;;11000;3000;plastic;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30327;0001/ 002C01582;50,086756000000010;14,417840500000011;Mariánské námìstí 158/3;;11000;3000;paper;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30328;0001/ 002C01583;50,086756000000010;14,417840500000011;Mariánské námìstí 158/3;;11000;3000;metal;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30329;0001/ 002C01584;50,086756000000010;14,417840500000011;Mariánské námìstí 158/3;;11000;3000;beverage_cartons;2019-05-18 20:26:21;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30330;0001/ 024C1571;50,080728800000000;14,416672299999960;Voršilská 139;;11000;3000;plastic;2019-05-17 19:44:36;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30331;0001/ 024C01572;50,080728800000000;14,416672299999960;Voršilská 139;;11000;3000;paper;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30332;0001/ 024C01573;50,080728800000000;14,416672299999960;Voršilská 139;;11000;3000;metal;2019-05-17 07:52:52;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30333;0001/ 024C01574;50,080728800000000;14,416672299999960;Voršilská 139;;11000;3000;beverage_cartons;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30334;0001/ 021C01561;50,077547900000000;14,424533600000018;Žitná 653/21 ;;11000;3000;plastic;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30335;0001/ 021C01562;50,077547900000000;14,424533600000018;Žitná 653/21 ;;11000;3000;paper;2019-05-17 06:39:17;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30336;0001/ 021C01563;50,077547900000000;14,424533600000018;Žitná 653/21 ;;11000;3000;metal;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30337;0001/ 021C01564;50,077547900000000;14,424533600000018;Žitná 653/21 ;;11000;3000;beverage_cartons;2019-05-19 21:35:03;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30338;0001/ 018C01551;50,085855100000000;14,436173000000053;Bolzanova 1604/7;;11000;3000;plastic;2019-05-19 06:30:16;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30339;0001/ 018C01552;50,085855100000000;14,436173000000053;Bolzanova 1604/7;;11000;3000;paper;2019-05-16 12:59:39;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30340;0001/ 018C01553;50,085855100000000;14,436173000000053;Bolzanova 1604/7;;11000;3000;metal;2019-05-20 01:26:37;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30341;0001/ 018C01554;50,085855100000000;14,436173000000053;Bolzanova 1604/7;;11000;3000;beverage_cartons;2019-06-15 08:48:37;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30342;0001/ 017C01541;50,083122570196984;14,430021867183314;Opletalova 1336/35;;11000;3000;paper;2019-05-20 04:10:17;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30343;0001/ 017C01542;50,083122570196984;14,430021867183314;Opletalova 1336/35;;11000;3000;plastic;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30344;0001/ 017C01543;50,083122570196984;14,430021867183314;Opletalova 1336/35;;11000;3000;metal;2019-05-19 12:00:51;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30345;0001/ 017C01544;50,083122570196984;14,430021867183314;Opletalova 1336/35;;11000;3000;beverage_cartons;2019-05-30 04:09:53;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30346;0001/ 016C01531;50,085511700000000;14,430237400000010;Senovážné námìstí 976/31;;11000;3000;paper;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30347;0001/ 016C01532;50,085511700000000;14,430237400000010;Senovážné námìstí 976/31;;11000;3000;plastic;;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30348;0001/ 016C01533;50,085511700000000;14,430237400000010;Senovážné námìstí 976/31;;11000;3000;metal;2019-05-26 10:58:37;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30349;0001/ 016C01534;50,085511700000000;14,430237400000010;Senovážné námìstí 976/31;;11000;3000;beverage_cartons;2019-05-16 13:22:05;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30350;0001/ 014C01521;50,093148600000000;14,435825600000044;Stárkova 65/6;;11000;3000;paper;2019-05-29 14:05:26;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30351;0001/ 014C01522;50,093148600000000;14,435825600000044;Stárkova 65/6;;11000;3000;plastic;2019-05-22 17:21:29;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30352;0001/ 014C01523;50,093148600000000;14,435825600000044;Stárkova 65/6;;11000;3000;metal;2019-10-31 01:54:15;Nadzem;;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30353;0001/ 014C01524;50,093148600000000;14,435825600000044;Stárkova 65/6;;11000;3000;beverage_cartons;2019-12-28 11:09:12;Nadzem;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30354;0016/ 041C01511;49,984070900000000;14,363084100000037;Vìštínská 4;;15300;3000;beverage_cartons;2019-05-15 21:18:13;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30355;0016/ 041C01512;49,984070900000000;14,363084100000037;Vìštínská 4;;15300;3000;plastic;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30356;0016/ 041C01513;49,984070900000000;14,363084100000037;Vìštínská 4;;15300;3000;paper;2019-05-15 23:49:18;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30357;0016/ 041C01514;49,984070900000000;14,363084100000037;Vìštínská 4;;15300;3000;metal;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30358;0016/ 039C01501;49,980611400000010;14,354317199999969;Sídlištì 32;;15300;3000;beverage_cartons;2019-05-20 00:17:45;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30359;0016/ 039C01502;49,980611400000010;14,354317199999969;Sídlištì 32;;15300;3000;paper;2019-05-18 16:24:58;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30360;0016/ 039C01503;49,980611400000010;14,354317199999969;Sídlištì 32;;15300;3000;plastic;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30361;0016/ 039C01504;49,980611400000010;14,354317199999969;Sídlištì 32;;15300;3000;metal;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30362;0016/ 040C01491;49,979612499999990;14,352613700000006;Sídlištì 22;;15300;3000;paper;2019-05-18 04:29:52;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30363;0016/ 040C01492;49,979612499999990;14,352613700000006;Sídlištì 22;;15300;3000;plastic;2019-05-17 05:23:09;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30364;0016/ 042C01481;49,987143600000000;14,362860100000034;Prvomájová 27;;15300;3000;paper;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30365;0016/ 042C01482;49,987143600000000;14,362860100000034;Prvomájová 27;;15300;3000;plastic;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30366;0016/ 042C01483;49,987143600000000;14,362860100000034;Prvomájová 27;;15300;3000;metal;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30367;0016/ 042C01484;49,987143600000000;14,362860100000034;Prvomájová 27;;15300;3000;beverage_cartons;2019-05-20 05:08:35;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30368;0016/ 037C01471;49,985198399999990;14,358450700000049;Prvomájová 6;;15300;3000;beverage_cartons;2019-05-16 07:34:16;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30369;0016/ 037C01472;49,985198399999990;14,358450700000049;Prvomájová 6;;15300;3000;metal;2019-05-16 01:05:17;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30370;0016/ 037C01473;49,985198399999990;14,358450700000049;Prvomájová 6;;15300;3000;paper;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30371;0016/ 037C01474;49,985198399999990;14,358450700000049;Prvomájová 6;;15300;3000;plastic;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30372;0016/ 045C01461;49,984391500000000;14,358044800000016;námìstí Osvoboditelù 5;;15300;3000;paper;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30373;0016/ 045C01462;49,984391500000000;14,358044800000016;námìstí Osvoboditelù 5;;15300;3000;plastic;2019-05-21 09:49:37;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30374;0016/ 045C01463;49,984391500000000;14,358044800000016;námìstí Osvoboditelù 5;;15300;3000;metal;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30375;0016/ 045C01464;49,984391500000000;14,358044800000016;námìstí Osvoboditelù 5;;15300;3000;beverage_cartons;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30376;0016/ 045C01451;49,984930400000000;14,360399000000030;námìstí Osvoboditelù 1;;15300;3000;paper;2019-05-17 09:21:59;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30377;0016/ 045C01452;49,984930400000000;14,360399000000030;námìstí Osvoboditelù 1;;15300;3000;plastic;2019-05-17 00:08:18;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30378;0016/ 043C01441;49,981332400000000;14,360261499999979;Louèanská 8;;15300;3000;beverage_cartons;2019-05-23 09:53:04;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30379;0016/ 043C01442;49,981332400000000;14,360261499999979;Louèanská 8;;15300;3000;metal;2019-05-26 09:32:59;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30380;0016/ 043C01443;49,981332400000000;14,360261499999979;Louèanská 8;;15300;3000;paper;2019-05-17 11:35:45;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30381;0016/ 043C01444;49,981332400000000;14,360261499999979;Louèanská 8;;15300;3000;plastic;2019-05-16 22:42:45;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30382;0016/ 044C01431;49,983927200000000;14,364723700000013;Josefa Koèího 8;;15300;3000;metal;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30383;0016/ 044C01432;49,983927200000000;14,364723700000013;Josefa Koèího 8;;15300;3000;paper;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30384;0016/ 044C01433;49,983927200000000;14,364723700000013;Josefa Koèího 8;;15300;3000;plastic;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30385;0016/ 044C01434;49,983927200000000;14,364723700000013;Josefa Koèího 8;;15300;3000;beverage_cartons;2019-05-18 09:54:17;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30386;0016/ 038C01421;49,982877300000000;14,361417100000040;Horymírovo námìstí  6;;15300;3000;metal;2019-05-18 08:37:57;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30387;0016/ 038C01422;49,982877300000000;14,361417100000040;Horymírovo námìstí  6;;15300;3000;paper;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30388;0016/ 038C01423;49,982877300000000;14,361417100000040;Horymírovo námìstí  6;;15300;3000;plastic;;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30389;0016/ 038C01424;49,982877300000000;14,361417100000040;Horymírovo námìstí  6;;15300;3000;beverage_cartons;2019-05-23 18:49:30;Schäfer/Europa-OV;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30400;0001/ 035C01591;50,087771774587864;14,390292987254725;Pohoøelec  111/25;;11000;2000;plastic;2019-05-15 15:25:41;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30401;0001/ 035C01592;50,087771774587864;14,390292987254725;Pohoøelec  111/25;;11000;2000;paper;;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30402;0001/ 035C01593;50,087771774587864;14,390292987254725;Pohoøelec  111/25;;11000;1100;glass_coloured;2019-05-25 13:09:36;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30403;0001/ 035C01594;50,087771774587864;14,390292987254725;Pohoøelec  111/25;;11000;1100;glass_white;2019-05-26 13:20:38;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30404;0001/ 035C01595;50,087771774587864;14,390292987254725;Pohoøelec  111/25;;11000;1100;metal;2019-05-17 16:35:07;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30405;0001/ 035C01596;50,087771774587864;14,390292987254725;Pohoøelec  111/25;;11000;1100;beverage_cartons;2019-05-19 13:27:47;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30406;0001/ 004C01601;50,089747374256866;14,420333728221522;Široká 1083/24;;11000;2000;plastic;2019-05-20 07:33:43;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30407;0001/ 004C01602;50,089747374256866;14,420333728221522;Široká 1083/24;;11000;2000;paper;2019-05-17 12:27:01;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30408;0001/ 004C01603;50,089747374256866;14,420333728221522;Široká 1083/24;;11000;1100;metal;2019-05-21 23:22:06;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30409;0001/ 004C01604;50,089747374256866;14,420333728221522;Široká 1083/24;;11000;1100;beverage_cartons;2019-05-28 16:34:49;Nadzem;2019-01-28 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30413;0003/ 022C00525;50,079477900000000;14,457476400000019;Lucemburská 1579/33;;13000;1500;beverage_cartons;2019-05-19 09:26:48;Schäfer/Europa-OR/GB;;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
